address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,mon_closed,tue_closed,wed_closed,thu_closed,fri_closed,sat_closed,sun_closed,status,created_at,updated_at
555 bayfield st.,Barrie,Toys R Us,,,,,,(705) 739-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,10:00am,05:00pm,L4M 4Z9,-79.7117,44.4169,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Markville shopping centre,Markham,Toys R Us,,,,,,(905) 946-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,L3R 4M9,-79.2878,43.8678,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Saint laurent shopping centre,Ottawa,Toys R Us,,,,,,(613) 749-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,09:00pm,10:00am,05:00pm,K1K 3B8,-75.64,45.423,,,,,,,,,,2013-09-23 08:45:05 UTC,2013-09-23 08:45:05 UTC
Londonderry mall (beside sportchek),Edmonton,Toys R Us,,,,,,(780) 456-3017,AB,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,05:30pm,12:00am,05:00pm,T5C 3C8,-113.446,53.6024,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
1110 lougheed highway,Coquitlam,Toys R Us,,,,,,(604) 654-4775,BC,,,,,,,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,10:00am,06:00pm,V3K 6S4,-122.86,49.2337,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Willowbrook mall,Langley,Toys R Us,,,,,,(604) 534-8607,BC,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,V3A 7E9,-122.677,49.1156,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
13029 97th street nw,Edmonton,Toys R Us,,,,,,(780) 944-9404,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T5E 4C4,-113.491,53.5907,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
1020 midland avenue,Kingston,Toys R Us,,,,,,(613) 634-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,K7L 4V2,-76.5722,44.2595,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
390 north front street,Belleville,Toys R Us,,,,,,(613) 967-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,K8P 3E1,-77.4004,44.1893,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
"655,boulevard des promenades",Saint-bruno,Toys R Us,,,,,,(450) 441-8697,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J3V 6A8,-73.3787,45.5092,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Place laurier,Sainte-foy,Toys R Us,,,,,,(418) 656-8697,QC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,G1V 2L8,-71.2838,46.7717,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Upper canada mall,Newmarket,Toys R Us,,,,,,(905) 895-0869,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,06:00pm,11:00am,06:00pm,L3Y 4Z1,-79.485,44.0575,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Carrefour de l\' estrie,Sherbrooke,Toys R Us,,,,,,(819) 820-8697,QC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J1L 1K1,-71.9532,45.402,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
3625 shaganappi trail n w,Calgary,Toys R Us,,,,,,(403) 974-8683,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,08:00pm,11:00am,06:00pm,T3A 0E2,-114.157,51.0856,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
225 1st avenue south,Lethbridge,Toys R Us,,,,,,(403) 329-4869,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,T1J 4P2,-112.845,49.6984,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
300 idylwild south,Saskatoon,Toys R Us,,,,,,(306) 653-8697,SK,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,S7M 5T4,-106.669,52.125,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
730 albert street,Regina,Toys R Us,,,,,,(306) 781-8697,SK,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,11:00am,05:00pm,S4R 2P5,-104.619,50.4673,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
2020 harvey avenue,Kelowna,Toys R Us,,,,,,(250) 862-8697,BC,,,,,,,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,09:00pm,09:00am,07:00pm,10:00am,06:00pm,V1Y 8P8,-119.449,49.8825,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Lansdowne shopping centre,Richmond,Toys R Us,,,,,,(604) 654-4790,BC,,,,,,,10:00am,06:00pm,10:00am,06:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,V6X 2X9,-123.131,49.1763,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
10232 whalley boulevard,Surrey,Toys R Us,,,,,,(604) 586-1000,BC,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,V3T 4H2,-122.842,49.1885,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
4125 boulevard des forges,Trois-rivieres,Toys R Us,,,,,,(819) 370-8697,QC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,G8Y 1V1,-72.5891,46.3569,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Metropolis at metrotown,Burnaby,Toys R Us,,,,,,(604) 668-8330,BC,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,11:00am,07:00pm,V5H 4J2,-122.998,49.2271,,,,,,,,,,2013-09-23 08:45:06 UTC,2013-09-23 08:45:06 UTC
Mayfair shopping centre,Victoria,Toys R Us,,,,,,(250) 953-2400,BC,,,,,,,10:00am,06:00pm,10:00am,06:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,06:00pm,11:00am,06:00pm,V8Z 6E3,-123.368,48.4474,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Woodgrove shopping centre,Nanaimo,Toys R Us,,,,,,(250) 390-1993,BC,,,,,,,10:00am,06:00pm,10:00am,06:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,07:00pm,11:00am,06:00pm,V9T 4T7,-124.05,49.2375,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Woodgate plaza,St. john's,Toys R Us,,,,,,(709) 722-8697,NL,,,,,,,09:30am,09:30pm,09:30am,09:30pm,09:30am,09:30pm,09:30am,09:30pm,09:30am,09:30pm,09:30am,09:30pm,12:00am,05:00pm,A1B 3P1,-52.7557,47.559,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Champlain place,Moncton,Toys R Us,,,,,,(506) 859-8697,NB,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,12:00am,05:00pm,E1A 4X5,-64.7613,46.0952,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Bower place,Red deer,Toys R Us,,,,,,(403) 341-8760,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,05:00pm,T4R 1N9,-113.808,52.2436,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Columbia place,Kamloops,Toys R Us,,,,,,(250) 851-8250,BC,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,05:00pm,V2C 6T6,-120.35,50.6632,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Regent park mall,Fredericton,Toys R Us,,,,,,(506) 457-9206,NB,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,12:00am,05:00pm,E3C 1A2,-66.6658,45.9355,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
900 dufferin street,Toronto,Toys R Us,,,,,,(416) 532-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,M6H 4B1,-79.4354,43.6571,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Lambton mall,Sarnia,Toys R Us,,,,,,(519) 542-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,05:00pm,N7S 1P8,-82.3514,42.9821,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
Mcallister place,Saint john,Toys R Us,,,,,,(506) 635-8697,NB,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,12:00am,05:00pm,E2J 3W9,-66.016,45.3079,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
1154-1174 west broadway,Vancouver,Toys R Us,,,,,,(604) 733-8697,BC,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,06:00pm,V6H 1G5,-123.131,49.2633,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
3495 lawrence avenue east,Scarborough,Toys R Us,,,,,,(416) 439-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,06:00pm,12:00am,05:00pm,M1H 1B3,-79.2273,43.7581,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
2300 yonge street,Toronto,Toys R Us,,,,,,(416) 322-1599,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,11:00am,05:00pm,M4P 1E4,-79.3987,43.7079,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
3051 appleby line,Burlington,Toys R Us,,,,,,(905) 335-2994,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L7R 3X4,-79.8092,43.4079,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
200 windflower gate,Woodbridge,Toys R Us,,,,,,(905) 265-8697,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L4L 9K8,-79.5551,43.7903,,,,,,,,,,2013-09-23 08:45:07 UTC,2013-09-23 08:45:07 UTC
1899 brock road,Pickering,Toys R Us,,,,,,(905) 428-8269,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L1V 4H7,-79.0699,43.8477,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
295 high tech road,Richmond hill,Toys R Us,,,,,,(905) 763-7582,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L4B 4R2,-79.412,43.8425,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
"100,boulevard brien",Repentigny,Toys R Us,,,,,,(450) 657-6371,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J6A 5N4,-73.4597,45.7428,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
3450 avenue des grandes-tourelles,Boisbriand,Toys R Us,,,,,,(450) 435-7588,QC,,,,,,,09:30am,06:00pm,09:30am,06:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,J7H 0A2,-73.848,45.6308,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
1 bass pro mills drive,Vaughan,Toys R Us,,,,,,(905) 761-5298,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,10:00am,07:00pm,L4K 5W4,-79.5358,43.8268,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
3150 argentia road,Mississauga,Toys R Us,,,,,,(905) 785-3335,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,L5N 0B1,-79.7872,43.5927,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
261055 cross iron blvd.,Calgary,Toys R Us,,,,,,(403) 274-3447,AB,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,T4A 0G3,-113.992,51.2049,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
1099 marcus drive,Sudbury,Toys R Us,,,,,,(705) 524-8795,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,07:00pm,10:00am,06:00pm,P3B 4K6,-80.9461,46.4999,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
Westwood power centre,London,Toys R Us,,,,,,(519) 668-1471,ON,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,06:00pm,N6L 1R4,-81.2832,42.9344,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
"5401,boulevard des galeries,",Quebec city,Toys R Us,,,,,,(418) 266-2591,QC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:00am,05:00pm,10:00am,05:00pm,G2K 1N4,-71.2994,46.8307,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
Edinburgh market place,Guelph,Toys R Us,,,,,,(226) 251-3027,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,09:00pm,11:00am,05:00pm,N1G 4Z1,-80.233,43.5207,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
Cookstown outlet mall,Cookstown,Toys R Us,,,,,,(705) 458-8127,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:00am,06:00pm,10:00am,06:00pm,L0L 1L0,-79.7088,44.1878,,,,,,,,,,2013-09-23 08:45:08 UTC,2013-09-23 08:45:08 UTC
Lynden park mall,Brantford,Toys R Us,,,,,,(226) 250-3048,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,12:00am,05:00pm,N3R 6B8,-80.2402,43.1711,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC
Niagara square,Niagara falls,Toys R Us,,,,,,(905) 357-0146,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,05:30pm,11:00am,05:00pm,L2H 2E9,-79.1258,43.0662,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC
Saint vital,Winnipeg,Toys R Us,,,,,,(204) 255-3400,MB,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,R2M 5E5,-97.105,49.8295,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC
Capilano mall,Vancouver,Toys R Us,,,,,,(604) 904-0702,BC,,,,,,,10:00am,06:00pm,10:00am,06:00pm,10:00am,06:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,11:00am,06:00pm,V7P 1S3,-123.101,49.3214,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC
Chilliwack mall,Chilliwack,Toys R Us,,,,,,(604) 847-3858,BC,,,,,,,09:30am,05:30pm,09:30am,05:30pm,09:30am,05:30pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,05:30pm,12:00am,05:00pm,V2R 1A2,-121.961,49.1393,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC
777 guelph line,Burlington,Toys R Us,,,,,,(289) 288-0216,ON,,,,,,,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,10:00am,09:00pm,09:30am,06:00pm,12:00am,05:00pm,L7R 3N2,-79.7948,43.3475,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC
15 gale terrace,Dartmouth,Toys R Us,,,,,,(902) 481-0738,NS,,,,,,,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,09:30am,09:00pm,11:00am,05:00pm,B3B 0C5,-63.5648,44.6998,,,,,,,,,,2013-09-23 08:45:09 UTC,2013-09-23 08:45:09 UTC